DATE/TIME,PIM,STATE,sleep,SW
18/07/2023 01:29,0,1,1,Sleep
18/07/2023 01:30,0,1,1,Sleep
18/07/2023 01:31,0,1,1,Sleep
18/07/2023 01:32,3,1,1,Sleep
18/07/2023 01:33,0,1,1,Sleep
18/07/2023 01:34,0,1,1,Sleep
18/07/2023 01:35,0,1,1,Sleep
18/07/2023 01:36,0,1,1,Sleep
18/07/2023 01:37,0,1,1,Sleep
18/07/2023 01:38,0,1,1,Sleep
18/07/2023 01:39,0,1,1,Sleep
18/07/2023 01:40,0,1,1,Sleep
18/07/2023 01:41,0,1,1,Sleep
18/07/2023 01:42,392,1,1,Sleep
18/07/2023 01:43,0,1,1,Sleep
18/07/2023 01:44,0,1,1,Sleep
18/07/2023 01:45,0,1,1,Sleep
18/07/2023 01:46,0,1,1,Sleep
18/07/2023 01:47,0,1,1,Sleep
18/07/2023 01:48,0,1,1,Sleep
18/07/2023 01:49,141,1,1,Sleep
18/07/2023 01:50,1128,1,1,Sleep
18/07/2023 01:51,0,1,1,Sleep
18/07/2023 01:52,0,1,1,Sleep
18/07/2023 01:53,0,1,1,Sleep
18/07/2023 01:54,0,1,1,Sleep
18/07/2023 01:55,0,1,1,Sleep
18/07/2023 01:56,0,1,1,Sleep
18/07/2023 01:57,0,1,1,Sleep
18/07/2023 01:58,0,1,1,Sleep
18/07/2023 01:59,0,1,1,Sleep
18/07/2023 02:00,0,1,1,Sleep
18/07/2023 02:01,0,1,1,Sleep
18/07/2023 02:02,0,1,1,Sleep
18/07/2023 02:03,0,1,1,Sleep
18/07/2023 02:04,0,1,1,Sleep
18/07/2023 02:05,0,1,1,Sleep
18/07/2023 02:06,0,1,1,Sleep
18/07/2023 02:07,0,1,1,Sleep
18/07/2023 02:08,0,1,1,Sleep
18/07/2023 02:09,0,1,1,Sleep
18/07/2023 02:10,1229,1,1,Sleep
18/07/2023 02:11,0,1,1,Sleep
18/07/2023 02:12,22,1,1,Sleep
18/07/2023 02:13,0,1,1,Sleep
18/07/2023 02:14,0,1,1,Sleep
18/07/2023 02:15,4,1,1,Sleep
18/07/2023 02:16,0,1,1,Sleep
18/07/2023 02:17,0,1,1,Sleep
18/07/2023 02:18,0,1,1,Sleep
18/07/2023 02:19,0,1,1,Sleep
18/07/2023 02:20,4,1,1,Sleep
18/07/2023 02:21,0,1,1,Sleep
18/07/2023 02:22,0,1,1,Sleep
18/07/2023 02:23,0,1,1,Sleep
18/07/2023 02:24,0,1,1,Sleep
18/07/2023 02:25,0,1,1,Sleep
18/07/2023 02:26,0,1,1,Sleep
18/07/2023 02:27,0,1,1,Sleep
18/07/2023 02:28,0,1,1,Sleep
18/07/2023 02:29,0,1,1,Sleep
18/07/2023 02:30,115,1,1,Sleep
18/07/2023 02:31,0,1,1,Sleep
18/07/2023 02:32,0,1,1,Sleep
18/07/2023 02:33,0,1,1,Sleep
18/07/2023 02:34,0,1,1,Sleep
18/07/2023 02:35,0,1,1,Sleep
18/07/2023 02:36,0,1,1,Sleep
18/07/2023 02:37,0,1,1,Sleep
18/07/2023 02:38,0,1,1,Sleep
18/07/2023 02:39,0,1,1,Sleep
18/07/2023 02:40,0,1,1,Sleep
18/07/2023 02:41,543,2,1,Sleep
18/07/2023 02:42,4485,2,1,Sleep
18/07/2023 02:43,1277,2,1,Sleep
18/07/2023 02:44,22,2,1,Sleep
18/07/2023 02:45,893,2,1,Sleep
18/07/2023 02:46,3206,2,1,Sleep
18/07/2023 02:47,0,2,1,Sleep
18/07/2023 02:48,0,2,1,Sleep
18/07/2023 02:49,0,2,1,Sleep
18/07/2023 02:50,0,1,1,Sleep
18/07/2023 02:51,0,1,1,Sleep
18/07/2023 02:52,0,1,1,Sleep
18/07/2023 02:53,0,1,1,Sleep
18/07/2023 02:54,0,1,1,Sleep
18/07/2023 02:55,0,1,1,Sleep
18/07/2023 02:56,0,1,1,Sleep
18/07/2023 02:57,0,1,1,Sleep
18/07/2023 02:58,0,2,1,Sleep
18/07/2023 02:59,5856,2,1,Sleep
18/07/2023 03:00,0,2,1,Sleep
18/07/2023 03:01,3054,2,0,Wake
18/07/2023 03:02,0,2,0,Wake
18/07/2023 03:03,0,2,0,Wake
18/07/2023 03:04,90,2,0,Wake
18/07/2023 03:05,4062,0,0,Wake
18/07/2023 03:06,8389,0,0,Wake
18/07/2023 03:07,6921,0,0,Wake
18/07/2023 03:08,13523,0,0,Wake
18/07/2023 03:09,13477,0,0,Wake
18/07/2023 03:10,0,0,0,Wake
18/07/2023 03:11,0,2,0,Wake
18/07/2023 03:12,0,2,0,Wake
18/07/2023 03:13,16,2,0,Wake
18/07/2023 03:14,0,2,1,Sleep
18/07/2023 03:15,299,2,1,Sleep
18/07/2023 03:16,0,2,1,Sleep
18/07/2023 03:17,0,1,1,Sleep
18/07/2023 03:18,0,1,1,Sleep
18/07/2023 03:19,0,1,1,Sleep
18/07/2023 03:20,560,1,1,Sleep
18/07/2023 03:21,511,1,1,Sleep
18/07/2023 03:22,68,1,1,Sleep
18/07/2023 03:23,0,1,1,Sleep
18/07/2023 03:24,384,2,1,Sleep
18/07/2023 03:25,1901,2,1,Sleep
18/07/2023 03:26,0,1,1,Sleep
18/07/2023 03:27,0,1,1,Sleep
18/07/2023 03:28,0,2,1,Sleep
18/07/2023 03:29,1674,2,1,Sleep
18/07/2023 03:30,359,2,1,Sleep
18/07/2023 03:31,2133,2,1,Sleep
18/07/2023 03:32,5,2,1,Sleep
18/07/2023 03:33,24,1,1,Sleep
18/07/2023 03:34,0,1,1,Sleep
18/07/2023 03:35,0,1,1,Sleep
18/07/2023 03:36,16,1,1,Sleep
18/07/2023 03:37,0,1,1,Sleep
18/07/2023 03:38,0,1,1,Sleep
18/07/2023 03:39,0,1,1,Sleep
18/07/2023 03:40,0,1,1,Sleep
18/07/2023 03:41,6,1,1,Sleep
18/07/2023 03:42,0,1,1,Sleep
18/07/2023 03:43,0,1,1,Sleep
18/07/2023 03:44,0,1,1,Sleep
18/07/2023 03:45,0,1,1,Sleep
18/07/2023 03:46,0,1,1,Sleep
18/07/2023 03:47,0,1,1,Sleep
18/07/2023 03:48,0,2,1,Sleep
18/07/2023 03:49,3756,2,1,Sleep
18/07/2023 03:50,0,2,1,Sleep
18/07/2023 03:51,59,1,1,Sleep
18/07/2023 03:52,0,1,1,Sleep
18/07/2023 03:53,0,1,1,Sleep
18/07/2023 03:54,0,1,1,Sleep
18/07/2023 03:55,9,1,1,Sleep
18/07/2023 03:56,6,2,1,Sleep
18/07/2023 03:57,1811,2,1,Sleep
18/07/2023 03:58,0,1,1,Sleep
18/07/2023 03:59,0,1,1,Sleep
18/07/2023 04:00,146,1,1,Sleep
18/07/2023 04:01,548,1,1,Sleep
18/07/2023 04:02,11,1,1,Sleep
18/07/2023 04:03,0,1,1,Sleep
18/07/2023 04:04,0,1,1,Sleep
18/07/2023 04:05,0,1,1,Sleep
18/07/2023 04:06,0,1,1,Sleep
18/07/2023 04:07,0,1,1,Sleep
18/07/2023 04:08,989,1,1,Sleep
18/07/2023 04:09,0,2,1,Sleep
18/07/2023 04:10,4779,2,1,Sleep
18/07/2023 04:11,0,2,1,Sleep
18/07/2023 04:12,663,2,1,Sleep
18/07/2023 04:13,6,2,1,Sleep
18/07/2023 04:14,39,1,1,Sleep
18/07/2023 04:15,103,1,1,Sleep
18/07/2023 04:16,0,1,1,Sleep
18/07/2023 04:17,454,1,1,Sleep
18/07/2023 04:18,28,1,1,Sleep
18/07/2023 04:19,991,1,1,Sleep
18/07/2023 04:20,0,1,1,Sleep
18/07/2023 04:21,25,1,1,Sleep
18/07/2023 04:22,4,1,1,Sleep
18/07/2023 04:23,0,1,1,Sleep
18/07/2023 04:24,0,1,1,Sleep
18/07/2023 04:25,0,1,1,Sleep
18/07/2023 04:26,0,1,1,Sleep
18/07/2023 04:27,0,1,1,Sleep
18/07/2023 04:28,0,1,1,Sleep
18/07/2023 04:29,0,1,1,Sleep
18/07/2023 04:30,253,1,1,Sleep
18/07/2023 04:31,0,1,1,Sleep
18/07/2023 04:32,404,1,1,Sleep
18/07/2023 04:33,0,1,1,Sleep
18/07/2023 04:34,0,1,1,Sleep
18/07/2023 04:35,0,2,1,Sleep
18/07/2023 04:36,1939,2,1,Sleep
18/07/2023 04:37,0,1,1,Sleep
18/07/2023 04:38,0,1,1,Sleep
18/07/2023 04:39,0,1,1,Sleep
18/07/2023 04:40,0,2,1,Sleep
18/07/2023 04:41,1623,2,1,Sleep
18/07/2023 04:42,0,1,1,Sleep
18/07/2023 04:43,0,1,1,Sleep
18/07/2023 04:44,0,1,1,Sleep
18/07/2023 04:45,0,1,1,Sleep
18/07/2023 04:46,0,1,1,Sleep
18/07/2023 04:47,0,1,1,Sleep
18/07/2023 04:48,0,1,1,Sleep
18/07/2023 04:49,0,1,1,Sleep
18/07/2023 04:50,0,1,1,Sleep
18/07/2023 04:51,0,1,1,Sleep
18/07/2023 04:52,470,1,1,Sleep
18/07/2023 04:53,0,1,1,Sleep
18/07/2023 04:54,0,1,1,Sleep
18/07/2023 04:55,0,1,1,Sleep
18/07/2023 04:56,0,1,1,Sleep
18/07/2023 04:57,0,1,1,Sleep
18/07/2023 04:58,0,1,1,Sleep
18/07/2023 04:59,151,1,1,Sleep
18/07/2023 05:00,384,1,1,Sleep
18/07/2023 05:01,52,2,1,Sleep
18/07/2023 05:02,56,2,1,Sleep
18/07/2023 05:03,4951,2,1,Sleep
18/07/2023 05:04,0,2,1,Sleep
18/07/2023 05:05,0,2,1,Sleep
18/07/2023 05:06,36,2,1,Sleep
18/07/2023 05:07,7515,2,1,Sleep
18/07/2023 05:08,132,2,1,Sleep
18/07/2023 05:09,20,2,1,Sleep
18/07/2023 05:10,1355,2,1,Sleep
18/07/2023 05:11,12,2,1,Sleep
18/07/2023 05:12,48,2,1,Sleep
18/07/2023 05:13,416,2,1,Sleep
18/07/2023 05:14,0,2,1,Sleep
18/07/2023 05:15,2918,2,1,Sleep
18/07/2023 05:16,9,2,1,Sleep
18/07/2023 05:17,0,2,1,Sleep
18/07/2023 05:18,1590,2,1,Sleep
18/07/2023 05:19,391,2,1,Sleep
18/07/2023 05:20,1095,2,1,Sleep
18/07/2023 05:21,0,2,1,Sleep
18/07/2023 05:22,49,2,1,Sleep
18/07/2023 05:23,1919,2,1,Sleep
18/07/2023 05:24,48,2,1,Sleep
18/07/2023 05:25,51,2,1,Sleep
18/07/2023 05:26,0,1,1,Sleep
18/07/2023 05:27,356,1,1,Sleep
18/07/2023 05:28,0,1,1,Sleep
18/07/2023 05:29,0,2,1,Sleep
18/07/2023 05:30,472,2,1,Sleep
18/07/2023 05:31,7182,2,1,Sleep
18/07/2023 05:32,34,2,1,Sleep
18/07/2023 05:33,7,2,1,Sleep
18/07/2023 05:34,0,2,1,Sleep
18/07/2023 05:35,0,2,1,Sleep
18/07/2023 05:36,0,1,1,Sleep
18/07/2023 05:37,0,2,1,Sleep
18/07/2023 05:38,0,1,1,Sleep
18/07/2023 05:39,0,1,1,Sleep
18/07/2023 05:40,0,1,1,Sleep
18/07/2023 05:41,0,1,1,Sleep
18/07/2023 05:42,1424,1,1,Sleep
18/07/2023 05:43,0,1,1,Sleep
18/07/2023 05:44,0,1,1,Sleep
18/07/2023 05:45,0,1,1,Sleep
18/07/2023 05:46,9,1,1,Sleep
18/07/2023 05:47,0,1,1,Sleep
18/07/2023 05:48,0,1,1,Sleep
18/07/2023 05:49,0,1,1,Sleep
18/07/2023 05:50,17,2,1,Sleep
18/07/2023 05:51,3713,2,1,Sleep
18/07/2023 05:52,0,2,1,Sleep
18/07/2023 05:53,0,1,1,Sleep
18/07/2023 05:54,20,2,1,Sleep
18/07/2023 05:55,613,1,1,Sleep
18/07/2023 05:56,0,1,1,Sleep
18/07/2023 05:57,0,1,1,Sleep
18/07/2023 05:58,0,1,1,Sleep
18/07/2023 05:59,0,1,1,Sleep
18/07/2023 06:00,0,1,1,Sleep
18/07/2023 06:01,0,1,1,Sleep
18/07/2023 06:02,25,1,1,Sleep
18/07/2023 06:03,0,1,1,Sleep
18/07/2023 06:04,1324,1,1,Sleep
18/07/2023 06:05,5,1,1,Sleep
18/07/2023 06:06,292,1,1,Sleep
18/07/2023 06:07,438,1,1,Sleep
18/07/2023 06:08,322,1,1,Sleep
18/07/2023 06:09,0,1,1,Sleep
18/07/2023 06:10,0,1,1,Sleep
18/07/2023 06:11,14,1,1,Sleep
18/07/2023 06:12,0,1,1,Sleep
18/07/2023 06:13,423,1,1,Sleep
18/07/2023 06:14,355,1,1,Sleep
18/07/2023 06:15,0,2,1,Sleep
18/07/2023 06:16,2931,2,1,Sleep
18/07/2023 06:17,616,2,1,Sleep
18/07/2023 06:18,1773,2,1,Sleep
18/07/2023 06:19,1040,2,1,Sleep
18/07/2023 06:20,1312,2,1,Sleep
18/07/2023 06:21,1664,2,1,Sleep
18/07/2023 06:22,1921,2,1,Sleep
18/07/2023 06:23,0,2,1,Sleep
18/07/2023 06:24,858,2,1,Sleep
18/07/2023 06:25,11,2,1,Sleep
18/07/2023 06:26,0,1,1,Sleep
18/07/2023 06:27,0,2,1,Sleep
18/07/2023 06:28,764,2,1,Sleep
18/07/2023 06:29,140,2,1,Sleep
18/07/2023 06:30,1193,2,1,Sleep
18/07/2023 06:31,1173,2,1,Sleep
18/07/2023 06:32,2413,2,1,Sleep
18/07/2023 06:33,2191,2,1,Sleep
18/07/2023 06:34,9353,2,1,Sleep
18/07/2023 06:35,1812,2,1,Sleep
18/07/2023 06:36,31,2,1,Sleep
18/07/2023 06:37,0,2,1,Sleep
18/07/2023 06:38,3,2,1,Sleep
18/07/2023 06:39,9,2,1,Sleep
18/07/2023 06:40,91,2,1,Sleep
18/07/2023 06:41,766,2,1,Sleep
18/07/2023 06:42,118,1,1,Sleep
18/07/2023 06:43,45,1,1,Sleep
18/07/2023 06:44,30,1,1,Sleep
18/07/2023 06:45,99,1,1,Sleep
18/07/2023 06:46,60,1,1,Sleep
18/07/2023 06:47,0,2,1,Sleep
18/07/2023 06:48,1367,2,1,Sleep
18/07/2023 06:49,2300,2,1,Sleep
18/07/2023 06:50,522,2,1,Sleep
18/07/2023 06:51,5331,2,0,Wake
18/07/2023 06:52,5864,2,0,Wake
18/07/2023 06:53,6665,2,0,Wake
18/07/2023 06:54,4525,2,0,Wake
18/07/2023 06:55,5222,0,0,Wake
18/07/2023 06:56,8905,0,0,Wake
18/07/2023 06:57,9665,0,0,Wake
18/07/2023 06:58,5720,0,0,Wake
18/07/2023 06:59,5480,0,0,Wake
18/07/2023 07:00,6281,0,0,Wake
18/07/2023 07:01,10620,0,0,Wake
18/07/2023 07:02,8004,0,0,Wake
18/07/2023 07:03,6928,0,0,Wake
18/07/2023 07:04,5754,0,0,Wake
18/07/2023 07:05,2155,0,0,Wake
18/07/2023 07:06,9249,0,0,Wake
18/07/2023 07:07,8507,0,0,Wake
18/07/2023 07:08,6685,0,0,Wake
18/07/2023 07:09,5249,0,0,Wake
18/07/2023 07:10,6762,0,0,Wake
18/07/2023 07:11,6433,0,0,Wake
18/07/2023 07:12,7605,0,0,Wake
18/07/2023 07:13,14344,0,0,Wake
18/07/2023 07:14,6585,0,0,Wake
18/07/2023 07:15,5079,0,0,Wake
18/07/2023 07:16,2857,0,0,Wake
18/07/2023 07:17,6273,0,0,Wake
18/07/2023 07:18,4522,0,0,Wake
18/07/2023 07:19,11825,0,0,Wake
18/07/2023 07:20,10676,0,0,Wake
18/07/2023 07:21,11132,0,0,Wake
18/07/2023 07:22,8812,0,0,Wake
18/07/2023 07:23,7169,0,0,Wake
18/07/2023 07:24,6761,0,0,Wake
18/07/2023 07:25,7936,0,0,Wake
18/07/2023 07:26,4300,0,0,Wake
18/07/2023 07:27,2762,0,0,Wake
18/07/2023 07:28,9120,0,0,Wake
18/07/2023 07:29,3691,2,0,Wake
18/07/2023 07:30,3611,2,0,Wake
18/07/2023 07:31,1974,2,0,Wake
18/07/2023 07:32,3730,2,0,Wake
18/07/2023 07:33,5059,2,0,Wake
18/07/2023 07:34,5756,2,0,Wake
18/07/2023 07:35,6321,2,0,Wake
18/07/2023 07:36,38,2,1,Sleep
18/07/2023 07:37,17,2,1,Sleep
18/07/2023 07:38,57,2,1,Sleep
18/07/2023 07:39,69,2,1,Sleep
18/07/2023 07:40,121,2,1,Sleep
18/07/2023 07:41,95,2,1,Sleep
18/07/2023 07:42,76,1,1,Sleep
18/07/2023 07:43,71,1,1,Sleep
18/07/2023 07:44,177,2,1,Sleep
18/07/2023 07:45,4899,2,1,Sleep
18/07/2023 07:46,794,2,1,Sleep
18/07/2023 07:47,52,2,1,Sleep
18/07/2023 07:48,271,2,1,Sleep
18/07/2023 07:49,1169,2,1,Sleep
18/07/2023 07:50,0,1,1,Sleep
18/07/2023 07:51,11,1,1,Sleep
18/07/2023 07:52,20,1,1,Sleep
18/07/2023 07:53,0,1,1,Sleep
18/07/2023 07:54,9,0,0,Wake
18/07/2023 07:55,11,0,0,Wake
18/07/2023 07:56,49,0,0,Wake
18/07/2023 07:57,400,0,0,Wake
18/07/2023 07:58,625,0,0,Wake
18/07/2023 07:59,24,0,0,Wake
18/07/2023 08:00,10,0,0,Wake
18/07/2023 08:01,5499,0,0,Wake
18/07/2023 08:02,1242,0,0,Wake
18/07/2023 08:03,82,0,0,Wake
18/07/2023 08:04,4492,0,0,Wake
18/07/2023 08:05,4061,0,0,Wake
18/07/2023 08:06,4754,0,0,Wake
18/07/2023 08:07,1995,0,0,Wake
18/07/2023 08:08,61,0,0,Wake
18/07/2023 08:09,1430,0,0,Wake
18/07/2023 08:10,2586,0,0,Wake
18/07/2023 08:11,1045,0,0,Wake
18/07/2023 08:12,1417,0,0,Wake
18/07/2023 08:13,1229,0,0,Wake
18/07/2023 08:14,3087,0,0,Wake
18/07/2023 08:15,1690,0,0,Wake
18/07/2023 08:16,8119,0,0,Wake
18/07/2023 08:17,2634,0,0,Wake
18/07/2023 08:18,1073,0,0,Wake
18/07/2023 08:19,5,0,0,Wake
18/07/2023 08:20,555,0,0,Wake
18/07/2023 08:21,268,0,0,Wake
18/07/2023 08:22,1404,0,0,Wake
18/07/2023 08:23,9290,0,0,Wake
18/07/2023 08:24,11314,0,0,Wake
18/07/2023 08:25,8563,0,0,Wake
18/07/2023 08:26,2797,0,0,Wake
18/07/2023 08:27,559,0,0,Wake
18/07/2023 08:28,5388,0,0,Wake
18/07/2023 08:29,5277,0,0,Wake
18/07/2023 08:30,5239,0,0,Wake
18/07/2023 08:31,1384,0,0,Wake
18/07/2023 08:32,3251,0,0,Wake
18/07/2023 08:33,6377,0,0,Wake
18/07/2023 08:34,7438,0,0,Wake
18/07/2023 08:35,3710,0,0,Wake
18/07/2023 08:36,11759,0,0,Wake
18/07/2023 08:37,12422,0,0,Wake
18/07/2023 08:38,13046,0,0,Wake
18/07/2023 08:39,12872,0,0,Wake
18/07/2023 08:40,12276,0,0,Wake
18/07/2023 08:41,11260,0,0,Wake
18/07/2023 08:42,10865,0,0,Wake
18/07/2023 08:43,9975,0,0,Wake
18/07/2023 08:44,9631,0,0,Wake
18/07/2023 08:45,8486,0,0,Wake
18/07/2023 08:46,9141,0,0,Wake
18/07/2023 08:47,6654,0,0,Wake
18/07/2023 08:48,3923,0,0,Wake
18/07/2023 08:49,2981,0,0,Wake
18/07/2023 08:50,4254,0,0,Wake
18/07/2023 08:51,5226,0,0,Wake
18/07/2023 08:52,4269,0,0,Wake
18/07/2023 08:53,3814,0,0,Wake
18/07/2023 08:54,3274,0,0,Wake
18/07/2023 08:55,4298,0,0,Wake
18/07/2023 08:56,2424,0,0,Wake
18/07/2023 08:57,3648,0,0,Wake
18/07/2023 08:58,4666,0,0,Wake
18/07/2023 08:59,4080,0,0,Wake
18/07/2023 09:00,6300,0,0,Wake
18/07/2023 09:01,4107,0,0,Wake
18/07/2023 09:02,3785,0,0,Wake
18/07/2023 09:03,1375,0,0,Wake
18/07/2023 09:04,2112,0,0,Wake
18/07/2023 09:05,3423,0,0,Wake
18/07/2023 09:06,2415,0,0,Wake
18/07/2023 09:07,2167,0,0,Wake
18/07/2023 09:08,3425,0,0,Wake
18/07/2023 09:09,3370,0,0,Wake
18/07/2023 09:10,913,0,0,Wake
18/07/2023 09:11,9213,0,0,Wake
18/07/2023 09:12,3355,0,0,Wake
18/07/2023 09:13,5975,0,0,Wake
18/07/2023 09:14,3043,0,0,Wake
18/07/2023 09:15,3406,0,0,Wake
18/07/2023 09:16,7417,0,0,Wake
18/07/2023 09:17,6005,0,0,Wake
18/07/2023 09:18,3542,0,0,Wake
18/07/2023 09:19,6145,0,0,Wake
18/07/2023 09:20,6097,0,0,Wake
18/07/2023 09:21,7488,0,0,Wake
18/07/2023 09:22,8302,0,0,Wake
18/07/2023 09:23,9504,0,0,Wake
18/07/2023 09:24,5063,0,0,Wake
18/07/2023 09:25,3876,0,0,Wake
18/07/2023 09:26,7504,0,0,Wake
18/07/2023 09:27,10931,0,0,Wake
18/07/2023 09:28,10245,0,0,Wake
18/07/2023 09:29,10440,0,0,Wake
18/07/2023 09:30,9860,0,0,Wake
18/07/2023 09:31,10652,0,0,Wake
18/07/2023 09:32,10315,0,0,Wake
18/07/2023 09:33,9968,0,0,Wake
18/07/2023 09:34,8447,0,0,Wake
18/07/2023 09:35,7180,0,0,Wake
18/07/2023 09:36,10501,0,0,Wake
18/07/2023 09:37,5962,0,0,Wake
18/07/2023 09:38,8025,0,0,Wake
18/07/2023 09:39,13980,0,0,Wake
18/07/2023 09:40,7502,0,0,Wake
18/07/2023 09:41,525,0,0,Wake
18/07/2023 09:42,640,0,0,Wake
18/07/2023 09:43,594,0,0,Wake
18/07/2023 09:44,199,0,0,Wake
18/07/2023 09:45,223,0,0,Wake
18/07/2023 09:46,369,0,0,Wake
18/07/2023 09:47,1804,0,0,Wake
18/07/2023 09:48,6824,0,0,Wake
18/07/2023 09:49,1398,0,0,Wake
18/07/2023 09:50,6787,0,0,Wake
18/07/2023 09:51,7462,0,0,Wake
18/07/2023 09:52,3373,0,0,Wake
18/07/2023 09:53,2519,0,0,Wake
18/07/2023 09:54,364,0,0,Wake
18/07/2023 09:55,3434,0,0,Wake
18/07/2023 09:56,5117,0,0,Wake
18/07/2023 09:57,6506,0,0,Wake
18/07/2023 09:58,7722,0,0,Wake
18/07/2023 09:59,18784,0,0,Wake
18/07/2023 10:00,10399,0,0,Wake
18/07/2023 10:01,10202,0,0,Wake
18/07/2023 10:02,8409,0,0,Wake
18/07/2023 10:03,6956,0,0,Wake
18/07/2023 10:04,8883,0,0,Wake
18/07/2023 10:05,7767,0,0,Wake
18/07/2023 10:06,5531,0,0,Wake
18/07/2023 10:07,6098,0,0,Wake
18/07/2023 10:08,5592,0,0,Wake
18/07/2023 10:09,4646,0,0,Wake
18/07/2023 10:10,4773,0,0,Wake
18/07/2023 10:11,6211,0,0,Wake
18/07/2023 10:12,3363,0,0,Wake
18/07/2023 10:13,6499,0,0,Wake
18/07/2023 10:14,9922,0,0,Wake
18/07/2023 10:15,7216,0,0,Wake
18/07/2023 10:16,7115,0,0,Wake
18/07/2023 10:17,5479,0,0,Wake
18/07/2023 10:18,6031,0,0,Wake
18/07/2023 10:19,2751,0,0,Wake
18/07/2023 10:20,5033,0,0,Wake
18/07/2023 10:21,3800,0,0,Wake
18/07/2023 10:22,5571,0,0,Wake
18/07/2023 10:23,2757,0,0,Wake
18/07/2023 10:24,3600,0,0,Wake
18/07/2023 10:25,1993,0,0,Wake
18/07/2023 10:26,6127,0,0,Wake
18/07/2023 10:27,6196,0,0,Wake
18/07/2023 10:28,5735,0,0,Wake
18/07/2023 10:29,4563,0,0,Wake
18/07/2023 10:30,4691,0,0,Wake
18/07/2023 10:31,3557,0,0,Wake
18/07/2023 10:32,1398,0,0,Wake
